pmid,title,abstract,date,journal,publication_type,year,classification,qa_type,qa_question,qa_answer,qa_explanation
23323329,[Effect of 3-oxypyridine and succinic acid derivatives on affective status in recrudescence of inflammatory diseases of uterus and its appendages].,"Short-term, prospective placebo-controlled simple blind randomized study of the effects of 3-oxypyridine and succinic acid derivatives (emoxipin, reamberin, mexidol) on the affective status of females with recrudescence of the inflammatory diseases of uterus and its appendages (IDUA) in comparison to changes of systemic inflammatory response (SIR) markers level in the blood has been conducted. It is established that the inclusion of emoxipin, reamberin and mexidol in complex treatment of IDUA recrudescence reduce depression, anxiety and SIR laboratory signs. Mexidol being both 3-oxypyridine and succinic acid derivative showed the best influence on the dynamics of affective disorders and SIR changes.",2012,Eksperimental'naia i klinicheskaia farmakologiia,Journal Article; Randomized Controlled Trial,2012,YES,sa,Which pharmacological agent combining 3-oxypyridine and succinic acid derivatives is most effective in reducing both affective disorders and systemic inflammatory response markers in females with recrudescence of inflammatory uterine diseases?,Mexidol.,"The abstract states that mexidol, a 3-oxypyridine and succinic acid derivative, demonstrated the best impact on reducing depression, anxiety, and systemic inflammatory response markers in the described patient population."
22241810,Outcomes of a telehealth intervention for homebound older adults with heart or chronic respiratory failure: a randomized controlled trial.,"Telehealth care is emerging as a viable intervention model to treat complex chronic conditions, such as heart failure (HF) and chronic obstructive pulmonary disease (COPD), and to engage older adults in self-care disease management.   We report on a randomized controlled trial examining the impact of a multifaceted telehealth intervention on health, mental health, and service utilization outcomes among homebound medically ill older adults diagnosed with HF or COPD. Random effects regression modeling was used, and we hypothesized that older adults in the telehealth intervention (n = 51) would receive significantly better quality of care resulting in improved scores in health-related quality of life, mental health, and satisfaction with care at 3 months follow-up as compared with controls (n = 51) and service utilization outcomes at 12 months follow-up.   At follow-up, the telehealth intervention group reported greater increases in general health and social functioning, and improved in depression symptom scores as compared with usual care plus education group. The control group had significantly more visits to the emergency department than the telehealth group. There was an observed trend toward fewer hospital days for telehealth participants, but it did not reach significance at 12 months.   Telehealth may be an efficient and effective method of systematically delivering integrated care in the home health sector. The use of telehealth technology may benefit homebound older adults who have difficulty accessing care due to disability, transportation, or isolation.",2012-Aug,The Gerontologist,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2012,YES,sa,What is one potential advantage of telehealth interventions for homebound older adults with depression symptoms and chronic illnesses like COPD or HF?,Telehealth interventions can improve depression symptoms and enhance social functioning in homebound older adults.,"The abstract indicates that telehealth participants showed improved depression symptom scores and greater increases in social functioning compared to the control group, highlighting its potential benefits for mental health and isolation-related challenges."
23178534,Effects of complete vagotomy and blockage of cell adhesion molecules on interferon-α induced behavioral changes in mice.,"Sickness behavior and chronic immune diseases are frequently associated with depressive symptomatology. In addition, immune activation by single cytokine therapies, such as treatment of malignancies and hepatitis C with interferon-alpha (IFN-α) often induces significant changes in emotional reactivity and affect. However, underlying pathogenic mechanisms of cytokine-induced brain dysfunction largely remain unknown. We presently demonstrate the induction of anxiety- and depressive-like behavior in male BALB/c mice after prolonged treatment with murine IFN-α for up to four weeks. Subsequently, neural and cellular communication routes between the immune system and the brain were examined. IFN-α induced anxious and depressive-like behavior in a light dark, open field, tail suspension, and novel object paradigm with a maximum effect after two weeks of treatment. Effect sizes of IFN-α varied between variables from 23 to 41%. Behavioral deficits were not prevented by complete vagotomy, or by blocking leukocyte function-associated-1 (LFA-1)/intercellular adhesion molecule-1 (ICAM-1) and activated leukocyte cellular adhesion molecule (ALCAM)-mediated cellular adhesion events, which are both involved in immune cell entry to the brain. We demonstrate emergence of anxiety- and depressive-like behavior in a mouse model of sustained IFN-α application allowing investigation of its pathogenic mechanisms, which is of clinical importance. We failed to demonstrate a critical effect for the vagus nerve or adhesion molecules, but current experiments do not allow excluding the vagus nerve as an afferent communication route. Future studies are needed to unveil if both pathways can be completely excluded in the etiology of behavioral deficits induced by IFN-α.",2013-Mar-01,Behavioural brain research,"Journal Article; Research Support, Non-U.S. Gov't",2012,YES,sa,What experimental evidence suggests that the vagus nerve may not play a critical role in the development of anxiety- and depressive-like behaviors induced by interferon-alpha (IFN-α)?,Behavioral deficits persisted despite complete vagotomy during prolonged IFN-α treatment.,"The abstract states that IFN-α-induced anxiety- and depressive-like behaviors were not prevented by complete vagotomy, suggesting the vagus nerve may not be critical for these behavioral effects, though it cannot be entirely excluded."
21851373,The effect of parathyroidectomy on neuropsychological symptoms and biochemical parameters in patients with asymptomatic primary hyperparathyroidism.,"With increased biochemical screening, primary hyperparathyroidism (pHPT) is often discovered incidentally whilst patients are asymptomatic. To assess the impact of parathyroidectomy on neuropsychological symptoms and biochemical parameters in people with asymptomatic pHPT, whilst controlling for the surgical procedure. PATIENTS/DESIGN/MEASUREMENTS: Twenty-four patients with asymptomatic pHPT requiring parathyroidectomy, in accordance with National Institutes for Health recommendations, were recruited prospectively. A control group of 23 subjects was recruited simultaneously from consecutive patients undergoing diagnostic hemithyroidectomy (HT) for benign thyroid nodules. Operations were performed by a single surgeon. Biochemical investigations and neuropsychological symptoms were measured preoperatively and 3 months after surgery. Neuropsychological symptoms were measured using the Hospital Anxiety (HAD-A) and Depression (HAD-D) scales and the Mood Rating Scale (MRS). Postoperatively, calcium and parathyroid hormone normalized in all patients in the pHPT group. Patients with pHPT showed a significant improvement in neuropsychological symptoms with a pre- and postoperative mean change of 2·45 ± 2·57 (P < 0·05) on HAD-A, 2·79 ± 3·85 (P < 0·05) on HAD-D, and 3·2 ± 4·57 (P < 0·05) on MRS, parameters that were unaltered in the HT group. The differences between the two groups remained statistically significant after adjustment for age and sex for HAD-D (mean change 2·8, 95% CI = 0·3, 5·3, P = 0·025) and MRS (mean difference 3·5, 95% CI = 0·4, 6·7, P = 0·027) but not for HAD-A (mean difference 1·5, 95% CI = -0·8, 3·8, P = 0·20). For all three mental health scores, there were no significant associations with either age or sex. Asymptomatic pHPT is associated with neuropsychological symptoms that improve after parathyroidectomy.",2012-Feb,Clinical endocrinology,Journal Article,2012,YES,sa,"What neuropsychological symptoms are most likely to improve after parathyroidectomy in patients with asymptomatic primary hyperparathyroidism, and how does this compare to patients undergoing hemithyroidectomy?","Depression and mood symptoms improve significantly post-parathyroidectomy, unlike anxiety symptoms or outcomes in hemithyroidectomy patients.","The abstract shows significant improvement in HAD-D and MRS scores in pHPT patients post-parathyroidectomy, while HAD-A scores and hemithyroidectomy patients showed no significant changes."
22401707,Depression and heart disease in US adults.,"Major depressive disorder (MDD) with atypical features is characterized by mood reactivity, increased appetite/weight gain and hypersomnia. Since these characteristics may be associated with obesity and diabetes, we examined whether individuals with MDD with atypical features (MDD-AD) are more likely to exhibit cardiovascular disease than those with MDD without atypical features (MDD-NAD). Participants in the National Epidemiologic Survey on Alcohol and Related Conditions, a nationally representative sample of noninstitutionalized US adults, were categorized as having no lifetime depression diagnosis (n=34,979), MDD-NAD (n=4632) and MDD-AD (n=1063) and reported physician-confirmed specific cardiovascular diagnoses in the previous year. Compared to individuals without depression, those with MDD had a 50% increased odds of any cardiovascular diagnosis (P<.0001) independent of sociodemographic factors. Adjusting for sociodemographic differences in MDD subgroups, MDD-AD (compared to MDD-NAD) was associated with 60% (P<.0001) and 43% (P<.005) increases in the odds of hypertension and any cardiovascular diagnosis, respectively. These latter associations were no longer significant after adjusting for body mass index and substance use. Individuals with major depression are at increased risk of heart disease. Whereas major depression with atypical features is associated with certain cardiovascular risk factors, there is no greater risk of cardiovascular diagnoses.",2012,General hospital psychiatry,Journal Article,2012,YES,sa,"What distinguishes major depressive disorder with atypical features (MDD-AD) from MDD without atypical features (MDD-NAD) in terms of cardiovascular risk factors, and how does this difference change when accounting for body mass index and substance use?","MDD-AD is associated with higher odds of hypertension and cardiovascular diagnoses than MDD-NAD, but these associations are no longer significant after adjusting for BMI and substance use.","The abstract states that individuals with MDD-AD have increased odds of hypertension and cardiovascular diagnoses compared to MDD-NAD, but these associations are mitigated when BMI and substance use are accounted for."
22023365,Depression is associated with the escalation of adolescents' dysphoric behavior during interactions with parents.,"Though much is known about the stable mood patterns that characterize depressive disorder, less attention has been directed to identifying and understanding the temporal dynamics of emotions. In the present study, we examined how depression affects the trajectory of dysphoric and angry adolescent emotional behavior during adolescent-parent interactions. Adolescents (72 depressed; 69 nondepressed) engaged in video recorded positive and negative interactions with their parents. Depressed adolescents showed a linear increase in dysphoric behaviors throughout the negative interactions, while the incidence of these behaviors remained relatively stable across the interactions among nondepressed adolescents. A similar linear increase was not found in angry behavior. These findings show that depression in adolescence is associated with greater escalation of dysphoria during conflictual interactions between adolescents and their parents.",2012-Oct,"Emotion (Washington, D.C.)",Journal Article,2012,YES,sa,How does adolescent depression affect the trajectory of dysphoric behaviors during conflictual interactions with parents?,Depressed adolescents exhibit a linear increase in dysphoric behaviors during negative interactions with parents.,"The abstract states that depressed adolescents show a linear escalation in dysphoric behaviors during conflictual interactions, unlike nondepressed adolescents, whose dysphoric behaviors remain stable."
22548329,Regulation of the glucocorticoid response to stress-related disorders by the Hsp90-binding immunophilin FKBP51.,"Immunophilin is the collective name given to a family of proteins that bind immunosuppressive drugs: Some immunophilins are Hsp90-binding cochaperones that affect steroid receptor function. Mood and anxiety disorders are stress-related diseases characterized by an impaired function of the mineralocorticoid and glucocorticoid receptors, two of the major regulatory elements of the hypothalamus-pituitary-adrenocortical axis. Genetic variations of the FK506-binding protein of 51-kDa, FKBP51, one of the immunophilins bound to those steroid receptor complexes, were associated with the effectiveness of treatments against depression and with a major risk-factor for the development of post-traumatic stress disorders. Interestingly, immunophilins show polymorphisms and some polymorphic isoforms of FKBP51 correlate with a greater impairment of steroid receptor functions. In this review, we discuss different aspects of the role of FKBP51 in such steroid receptor function and the impact of genetic variants of the immunophilin on the dysregulation of the stress response.",2012-Jul,Journal of neurochemistry,"Journal Article; Research Support, Non-U.S. Gov't; Review",2012,YES,sa,"What role does FKBP51 play in the development of stress-related disorders, and how might its genetic polymorphisms influence treatment outcomes for depression?","FKBP51 modulates steroid receptor function, impacting the stress response. Polymorphic variants of FKBP51 impair receptor function, increasing stress-related disorder risks and influencing depression treatment efficacy.","The abstract highlights FKBP51's role in steroid receptor complexes and its polymorphisms' association with stress-response dysregulation, depression treatment outcomes, and PTSD risk."
23226893,Economic evaluation of a task-shifting intervention for common mental disorders in India.,"To carry out an economic evaluation of a task-shifting intervention for the treatment of depressive and anxiety disorders in primary-care settings in Goa, India. Cost-utility and cost-effectiveness analyses based on generalized linear models were performed within a trial set in 24 public and private primary-care facilities. Subjects were randomly assigned to an intervention or a control arm. Eligible subjects in the intervention arm were given psycho-education, case management, interpersonal psychotherapy and/or antidepressants by lay health workers. Subjects in the control arm were treated by physicians. The use of health-care resources, the disability of each subject and degree of psychiatric morbidity, as measured by the Revised Clinical Interview Schedule, were determined at 2, 6 and 12 months. Complete data, from all three follow-ups, were collected from 1243 (75.4%) and 938 (81.7%) of the subjects enrolled in the study facilities from the public and private sectors, respectively. Within the public facilities, subjects in the intervention arm showed greater improvement in all the health outcomes investigated than those in the control arm. Time costs were also significantly lower in the intervention arm than in the control arm, whereas health system costs in the two arms were similar. Within the private facilities, however, the effectiveness and costs recorded in the two arms were similar. Within public primary-care facilities in Goa, the use of lay health workers in the care of subjects with common mental disorders was not only cost-effective but also cost-saving.",2012-Nov-01,Bulletin of the World Health Organization,"Controlled Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2012,YES,sa,"In a resource-limited public primary-care setting, what intervention involving non-specialist providers could improve outcomes and reduce time costs for patients with depressive and anxiety disorders compared to standard physician-led treatment?","A task-shifting intervention using lay health workers providing psycho-education, case management, interpersonal psychotherapy, and/or antidepressants.","The abstract states that in public primary-care facilities, lay health workers delivering these interventions led to greater health improvements and reduced time costs compared to physician-led treatment, making it both cost-effective and cost-saving."
22122371,Psychiatric diagnosis in the elderly referred to a consultation-liaison psychiatry service in a general geriatric hospital in Japan.,"Because depression is a common disorder in later life, elderly patients with delirium can be misdiagnosed as having depression. This study aimed to compare psychiatric diagnoses in the elderly made by referring doctors and psychiatrists. Consecutive non-psychiatric inpatients aged 65 years or older that were referred to a consultation-liaison (C-L) psychiatry service of a general hospital in Japan were enrolled. An attending psychiatrist recorded the physical and psychiatric diagnoses of the referring doctors, reason for referral, psychotropic medication and sociodemographics. The psychiatrist recorded the psychiatric diagnosis after discussion with another psychiatrist in the C-L psychiatry service. A researcher categorized the diagnoses of the referring physicians and psychiatrists as F0 (organic brain syndrome), F1 (mainly alcoholism), F2/3 (mainly depression) and F4/5 (neurosis/insomnia) using The International Classification of Mental and Behavioural Disorders, Tenth Revision (ICD-10). The degree of agreement between doctors' and psychiatrists' diagnoses was estimated for each F category using kappa statistics. Of the 192 referred inpatients, 172 were enrolled (79 [45.9%] men; mean age 81.6 ± 7.8 years). Concordance of diagnosis between doctors and psychiatrists was achieved for F0, F1, F2/3 and F4/5, resulting in kappa statistics of 0.47, 0.27, 0.28 and 0.32, respectively. The psychiatrists in this survey diagnosed 12 cases of delirium and four cases of psychoactive substance-use disorders in 23 cases of depression diagnosed by the referring doctors. The referring doctors in this survey had an insufficient level of diagnostic accuracy for psychiatric disorders. Delirium and psychoactive substance-use disorders were often misdiagnosed as depression.",2012-Apr,Geriatrics & gerontology international,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",2012,YES,sa,"What psychiatric conditions should be carefully differentiated from depression in elderly patients presenting with altered mental status, and why?",Delirium and psychoactive substance-use disorders.,"The abstract shows that delirium and substance-use disorders were often misdiagnosed as depression by referring doctors, highlighting the need for accurate differentiation to ensure appropriate treatment in elderly patients."
22619623,The c.1460C>T polymorphism of MAO-A is associated with the risk of depression in postmenopausal women.,"The aim of the study was an evaluation of possible relationships between polymorphisms of serotoninergic system genes and the risk of depression in postmenopausal women. We studied 332 women admitted to our department because of climacteric symptoms. The study group included 113 women with a diagnosis of depressive disorder according to the Hamilton rating scale for depression; the controls consisted of 219 women without depression. Serum 17β-estradiol concentrations were evaluated using radioimmunoassay, while polymorphisms in serotoninergic system genes: serotonin receptors 2A (HTR2A), 1B (HTR1B), and 2C (HTR2C); tryptophan hydroxylase 1 (TPH1) and 2 (TPH2), and monoamine oxidase A (MAO-A) were evaluated using polymerase chain reaction-restriction. We found that the 1460T allele of MAO-A c.1460C>T (SNP 1137070) appeared with a significantly higher frequency in depressed female patients than in the control group (P = 0.011) and the combined c.1460CT + TT genotypes were associated with a higher risk of depression (P = 0.0198). Patients with the 1460TT genotype had a significantly higher 17β-estradiol concentration than patients with the 1460CT genotype (P = 0.0065) and 1460CC genotype (P = 0.0018). We concluded that depression in postmenopausal women is closely related to the genetic contribution of MAO-A.",2012,TheScientificWorldJournal,"Journal Article; Research Support, Non-U.S. Gov't",2012,YES,sa,"Which polymorphism in serotoninergic system genes is associated with an increased risk of depression in postmenopausal women, and how does it relate to serum 17β-estradiol levels?","The MAO-A c.1460C>T polymorphism, specifically the 1460TT genotype, is associated with higher depression risk and elevated serum 17β-estradiol levels.","The abstract identifies the MAO-A c.1460C>T polymorphism as linked to depression risk, with the 1460TT genotype correlating with higher 17β-estradiol concentrations compared to other genotypes."
23198600,[Early detection and intervention for adjustment disorder and depression in the work place].,"Work-related adjustment disorder and depression are frequently work-related mental problems. Over 60% of employees feel job stress in the work place in Japan. The number of employees who become psychiatric disorders such as depressive state and depression, and lead to the suspension of jobs is increasing. It is an important issue for Japanese government is planning to introduce a new rule for mental examinations for workers using a self-check questionnaire. However, it is quite skeptical to detect depressive employees using such methods. It is well known that the sensitivity and specificity in self-rating questionnaire for depression is very low, because depression is not homogeneous disorder and patients reveals various symptoms. It is quite questionable that workers who required receiving a mental interview go to meet occupational health physicians or psychiatrists or workers answer the questionnaire in precise, because of stigma of the mental disorders or afraid of worsening evaluations to themselves by their superiors. Moreover it is actually very difficult for psychiatrist to deal with the subjects including false positive cases as well as true depressed patients. Therefore, more realistic and useful methods should be reconsidered. I think enhancing cooperation or interaction between occupational health physicians and psychiatrists is one of important issues.",2012,Seishin shinkeigaku zasshi = Psychiatria et neurologia Japonica,Journal Article; Review,2012,YES,sa,"What are two key challenges in using self-rating questionnaires to detect workplace depression, and what alternative approach is suggested?",Challenges: low sensitivity/specificity and stigma affecting honesty. Alternative: enhanced cooperation between occupational health physicians and psychiatrists.,"The abstract highlights the limitations of self-rating questionnaires due to depression's heterogeneity and stigma, and suggests collaboration between occupational health physicians and psychiatrists as a more effective approach."
22939112,"""Everything was spiraling out of control"": experiences of anxiety in people with chronic obstructive pulmonary disease.","This study sought to elicit and describe the first-hand experiences of anxiety in community patients with stable chronic obstructive pulmonary disease (COPD). Anxiety is common among patients with COPD. Clinical anxiety affects up to two thirds of patients, leading to reduced quality of life and physical functioning. There has been little research exploring the experiences of anxiety in patients with COPD, particularly in individuals with stable respiratory symptoms. We interviewed 14 community patients with stable COPD and self-reported symptoms of anxiety. Data were analyzed using thematic network analysis to develop basic, organizing, and global themes. Patients reported intense thoughts of fear, hopelessness, and confusion that were associated with the anxiety and panic attacks. Self-management was important, particularly self-talk coping strategies. Unmanaged anxiety seems to be particularly distressing for patients with COPD. Self-management strategies can be highly effective in preventing and managing anxiety.",2012,Heart & lung : the journal of critical care,Comparative Study; Journal Article,2012,YES,sa,"What cognitive and emotional experiences are commonly reported by patients with stable COPD and clinical anxiety, and what role does self-management play in addressing these symptoms?","Patients report fear, hopelessness, and confusion linked to anxiety and panic attacks. Self-management, particularly self-talk coping strategies, is crucial in managing and preventing anxiety.","The abstract highlights that stable COPD patients with anxiety experience intense emotions like fear, hopelessness, and confusion. It emphasizes the importance of self-management, especially self-talk coping strategies, in effectively addressing and mitigating these symptoms."
22406386,Neuropeptide Y: identification of a novel rat mRNA splice-variant that is downregulated in the hippocampus and the prefrontal cortex of a depression-like model.,"Neuropeptide Y (NPY) is known to influence emotional processing and decreased NPY levels have been associated with mood and anxiety disorders. Alternative splicing of pre-messenger RNA is a cellular mechanism that allows for transcriptome diversity, yet there is limited knowledge in this respect with regard to Npy. Since the hippocampus and the prefrontal cortex play an important role in affective disorders, we investigated alternative splicing of Npy in these regions of a rat model of depression (Flinders Sensitive Line, FSL) and its controls (Flinders Resistant Line, FRL). The existence of different Npy messenger RNA (mRNA) variants was examined using 5' and 3' RACE. In addition to the Npy mRNA species annotated in GenBank and Ensembl, we identified a novel ""short"" mRNA splice variant. Immunoblotting results argued against a putative translation of this ""short"" mRNA into protein in brain tissue. Compared to the FRL, the FSL had reduced ""short""Npy mRNA levels in the HIP (P=0.00014) and the PFC (P=0.016). Gene expression analyses in five brain regions of an outbred rat strain supported the presence of the ""short""Npy transcript in all examined regions and showed that it is expressed in ∼2.4-fold lower levels than the ""long""Npy mRNA. Finally, sequencing of the 5' RACE products revealed a transcription start site of Npy that is different from the currently annotated position. These data add to the characterization of the rat Npy mRNA and demonstrate the presence of a novel transcript with a so far unknown function.",2012-May,Peptides,"Journal Article; Research Support, Non-U.S. Gov't",2012,YES,sa,What brain regions show reduced levels of the 'short' Npy mRNA splice variant in a rat model of depression compared to controls?,The hippocampus (HIP) and the prefrontal cortex (PFC).,The abstract states that the rat model of depression (FSL) exhibited reduced 'short' Npy mRNA levels in the hippocampus (P=0.00014) and the prefrontal cortex (P=0.016) compared to controls (FRL).
22864495,"Improving care for depression: performance measures, outcomes and insights from the Health Disparities Collaboratives.","This paper reports 10 measures, outcomes, and insights from HRSA Depression Health Disparities Collaboratives, representing attempts to accelerate evidence-based guidelines into practice. The authors analyze interviews with leadership of high-performing centers. Monthly data was submitted on 38,000 patients from 94 centers. Regression analyses were conducted to identify process measures predictive of better outcomes. Results indicated that these 10 measures of care were effective in guiding and quantifying improved outcomes. One measure, early and sustained response (ESR), proved particularly useful as it reflects long term outcomes. Regression analyses identified one process measure (Patient Health Questionnaire Reassessment) strongly associated with improved clinical outcomes (n=37, R2=44%). Interviews identified 18 process changes deemed pivotal for meaningful change. In sum, well-designed approaches utilizing proven improvement methodologies resulted in substantial enhancements in depression care. This approach and these measures, especially ESR and PHQ Reassessment, may improve depression care in other under-served settings.",2012-Aug,Journal of health care for the poor and underserved,"Journal Article; Research Support, U.S. Gov't, P.H.S.",2012,YES,sa,"Which process measure has been strongly associated with improved clinical outcomes in depression care, and what is its significance?",Patient Health Questionnaire (PHQ) Reassessment; it predicts improved clinical outcomes with a high R2 value (44%).,"Regression analyses identified PHQ Reassessment as strongly associated with improved outcomes, demonstrating its importance in monitoring and guiding effective depression care."
21992112,Post-stroke depression and functional independence: a conundrum.,"People who suffer a stroke are at risk of developing post-stroke depression (PSD). Not only does this lower their quality of life but it also increases their risk of another stroke or death. This study aimed to investigate the factors associated with PSD in order to better direct rehabilitation efforts aimed at cutting the incidence of PSD. This study was based on all patients admitted to the stroke unit of a hospital in southern Sweden from 1 October 2003 to 30 November 2005. The total number of patients involved was 181. Measures were collected at 2 ± 1 weeks after discharge from hospital, 3 ± 0.5 months after the occurrence of the stroke and 12 ± 1 months after the occurrence of the stroke. Information collected was results from the Center of Epidemiologic Studies Depression Scale and the Barthel Index together with demographic data including age, sex, time since stroke and relationship status. Those patients involved in the study were mainly men (58-59%) and generally those either married or cohabiting (53-57%). The age of respondents ranged from 32 to 92 years with a mean age of 74.0 (95%CI 72.37-75.63) at 2 ± 1 weeks after discharge. The Barthel Index scores ranged from 15 to 100 with means of between 88.7 and 91.7. Between 15% and 19% of the group were clinically depressed during the time frame of the study. The Barthel Index, measuring functional independence in terms of need for assistance with personal activities of daily living (P-ADL), was consistently associated with PSD. The differences found in levels of depression between those with lower functional independence after a stroke compared to those more independent in P-ADL, raise the possibility that attention should be paid to therapeutic rehabilitation for stroke patients to help them recover as much functional independence as possible in order to improve their quality of life and lower their chances of developing PSD.",2012-Jul,Acta neurologica Scandinavica,"Journal Article; Research Support, Non-U.S. Gov't",2012,YES,sa,"What functional measure is most consistently associated with post-stroke depression, and how might this inform rehabilitation strategies?","The Barthel Index, measuring functional independence in P-ADL, is most consistently associated with PSD. Rehabilitation should focus on improving functional independence.","The abstract identifies the Barthel Index as consistently associated with PSD. Lower functional independence correlates with higher depression risk, suggesting rehabilitation should target improving P-ADL to reduce PSD incidence."
22826533,"Genetic variability in the endocannabinoid system and 12-week clinical response to citalopram treatment: the role of the CNR1, CNR2 and FAAH genes.","First line treatment of major depression is based on selective serotonin re-uptake inhibitors (SSRIs) that enhance serotonergic neurotransmission by blocking the serotonin transporter. However, clinical response is a complex phenomenon in which other systems such as the endocannabinoid system could be involved. Given the evidence for the role of the endocannabinoid system in the pathogenesis of depression as well as in the mediation of antidepressant drug effects, the aim of this study was to analyze genetic variability in the endocannabinoid system genes (CNR1, CNR2 and FAAH genes) and their role in clinical response (at week 4) and remission (at week 12) in SSRI (citalopram) treatment in a sample of 154 depressive outpatients, all of Spanish origin. All patients were treated with citalopram and followed over 12 weeks. Severity of depressive symptomatology was evaluated by means of the 21-item Hamilton Depression Rating Score (HDRS). No differences were found in any of the genotype distributions according to response or remission. The longitudinal study showed that (i) the CNR1 rs1049353-GG genotype conferred a better response to citalopram treatment in the subgroup of male patients and (ii) G allele carriers (CNR2 rs2501431) presented higher HDRS scores in the follow-up than AA homozygous allele carriers. Our results seem to suggest the involvement of CNR1 and CNR2 genes in clinical responses to citalopram treatment.",2012-Oct,"Journal of psychopharmacology (Oxford, England)","Journal Article; Research Support, Non-U.S. Gov't",2012,YES,sa,Which genetic polymorphism in the endocannabinoid system is associated with a better response to citalopram treatment in male patients with major depression?,CNR1 rs1049353-GG genotype.,"The abstract states that male patients with the CNR1 rs1049353-GG genotype showed a better response to citalopram treatment at week 4, suggesting its involvement in antidepressant efficacy."
21173429,Association of parental ADHD and depression with externalizing and internalizing dimensions of child psychopathology.,"To study the independent association of parental depression and ADHD on three dimensions of child psychopathology among 178 children aged 5 to 10 years. Self-reported measures of parental depression and ADHD as well as rating scales and structure diagnostic interviews of child internalizing, ADHD, and externalizing problems were obtained. Structural equation modeling indicated that parental ADHD was positively associated with a broad child problems factor after a second-order factor of child problems best accounted for the high intercorrelations among the internalizing, ADHD, and externalizing child psychopathology factors. Parental depression did not significantly predict the second-order child problems factor, but it specifically predicted the child internalizing factor. These results suggest that parental ADHD may be a nonspecific risk factor for child psychopathology broadly, whereas parental depression may function as a specific risk factor for child internalizing problems.",2012-May,Journal of attention disorders,"Journal Article; Research Support, N.I.H., Extramural",2012,YES,sa,How does parental depression specifically influence child psychopathology?,Parental depression specifically predicts child internalizing problems.,"The abstract states that parental depression did not significantly predict broad child psychopathology but specifically predicted the child internalizing factor, highlighting its targeted influence on internalizing issues in children."
22954144,"Norepinephrine transporter imaging in the brain of a rat model of depression using radioiodinated (2S, αS)-2-(α-(2-iodophenoxy)benzyl)morpholine.","To visualize the norepinephrine transporters (NETs) in various brain diseases, we developed radioiodinated (2S,αS)-2-(α-(2-iodophenoxy)benzyl)morpholine ((S,S)-IPBM). This radioligand achieved the basic requirements for NET imaging. In this study, we assessed the potential of radioiodinated (S,S)-IPBM as an imaging biomarker of NET to obtain diagnostic information about depression in relation to NET expression in the brain using a rat depression model. The ex vivo autoradiographic experiments using the (S,S)-[125I]IPBM showed significantly lower accumulation of radioactivity in the locus coeruleus (LC) and the anteroventricular thalamic nucleus (AVTN) of the depression group than in those of the control group. Consequently, in vitro autoradiographic experiments showed that NET maximum binding (Bmax) values in the LC and AVTN, known as NET-rich regions, were significantly decreased in the rat model of depression when compared to those of the control rats. In addition, there was an extremely good correlation between NET Bmax and (S,S)-IPBM accumulation (r  =  .98), an indication of radioiodinated IPBM as a quantitative NET imaging biomarker. The reduction in (S,S)-[125I]IPBM accumulation in the rat model of depression correlated with that of NET density. These results suggest that (S,S)-[123I]IPBM has potential as an imaging biomarker of NET to obtain diagnostic information about major depression.",2012,Molecular imaging,"Journal Article; Research Support, Non-U.S. Gov't",2012,YES,sa,"What neuroanatomical regions demonstrate significantly reduced norepinephrine transporter (NET) density in a rat model of depression, and how might these findings inform biomarker development for major depression?",The locus coeruleus (LC) and anteroventricular thalamic nucleus (AVTN) show reduced NET density.,"The abstract identifies reduced NET density in the LC and AVTN of depressed rats, correlating with decreased radioligand accumulation. These findings suggest that NET imaging in these regions could serve as a biomarker for diagnosing major depression."
